"year" "q7a" "q7b" "q7c" "q7d" "q102a" "q102b" "q102c" "q102d" "q102e" "q102f" "q102g" "q104" "q105" "q106" "q107" "gender" "age" "degree" "sei" "ops" "marital" "q135" "n"
2008 2 3 3 1 2 2 2 2 2 2 2 1 1 1 1 "Female" 64 "Less than high school" 28 33 1 2000 2
2008 1 3 3 3 1 1 1 1 1 1 1 4 1 1 3 "Female" 43 "More than high school" 52 53 0 1200 1
2008 2 3 3 3 1 1 1 1 1 1 1 4 3 1 3 "Male" 55 "More than high school" 51 52 0 300 2
2008 1 3 3 3 1 2 1 2 1 1 1 4 1 4 3 "Female" 48 "More than high school" 85 70 1 7000 3
2008 1 1 1 1 1 1 1 1 1 1 1 4 4 1 4 "Female" 75 "Less than high school" 33 26 1 2300 2
2008 1 4 2 2 1 2 1 2 2 2 2 4 1 1 2 "Female" 49 "Less than high school" 33 26 0 1000 3
2008 3 2 2 2 8 8 1 2 8 2 2 1 1 1 3 "Male" 33 "Less than high school" 33 34 0 2100 2
2008 2 3 3 3 1 1 1 1 1 1 1 4 3 1 2 "Male" 26 "High school" 32 30 0 3000 2
2008 1 3 3 2 8 2 1 2 1 2 2 4 1 2 3 "Female" 58 "High school" 30 31 1 3500 5
2008 2 3 3 2 1 2 1 1 1 2 2 4 1 1 3 "Female" 41 "Less than high school" 34 48 1 3500 5
2008 3 3 2 2 1 8 1 8 8 8 8 4 8 8 3 "Female" 47 "High school" 43 32 1 1800 3
2008 1 3 3 3 2 2 1 2 8 2 2 8 2 1 3 "Male" 55 "Less than high school" 23 38 1 2000 6
2008 3 2 2 2 2 2 2 2 2 2 2 1 3 1 3 "Male" 18 "Less than high school" NA NA 0 2000 7
2008 2 3 3 2 1 1 1 1 1 2 2 3 1 1 2 "Female" 61 "Less than high school" 16 21 0 1300 2
2008 2 2 3 2 8 2 1 2 8 2 2 3 1 1 2 "Male" 85 "Less than high school" 22 31 1 1650 2
2008 2 3 3 2 1 1 1 2 1 2 2 4 2 1 3 "Female" 56 "Less than high school" 43 32 1 1800 2
2008 2 3 3 2 1 2 1 2 1 1 2 4 2 1 4 "Male" 39 "Less than high school" 34 48 1 5200 3
2008 2 3 3 2 1 2 1 2 1 2 2 4 2 1 2 "Male" 27 "More than high school" 68 65 0 4600 4
2008 2 3 3 3 1 2 1 2 1 2 2 4 2 1 3 "Female" 46 "Less than high school" 25 23 1 1100 3
2008 2 3 2 2 1 2 1 2 2 2 2 4 1 1 3 "Male" 56 "Less than high school" 23 38 1 1000 3
2008 2 3 3 2 1 2 1 2 1 2 2 4 2 1 2 "Female" 56 "Less than high school" 24 22 1 1800 4
2008 1 3 3 2 1 2 1 2 1 2 2 4 1 3 3 "Male" 31 "Less than high school" 23 40 0 430 1
2008 1 2 3 2 1 2 1 2 1 2 2 4 1 1 3 "Female" 21 "More than high school" NA NA 0 NA 4
2008 2 3 3 3 2 2 2 2 2 2 2 4 1 1 3 "Female" 19 "Less than high school" NA NA 0 5000 4
2008 2 8 2 2 1 1 1 1 1 1 1 4 3 1 2 "Male" 51 "High school" 43 32 1 5500 2
2008 2 3 4 4 1 1 1 8 1 2 2 4 1 1 3 "Female" 50 "Less than high school" 40 38 0 3500 6
2008 2 3 2 2 1 8 1 1 1 2 1 4 1 1 3 "Female" 66 "Less than high school" 33 26 1 2000 2
2008 2 2 3 3 1 1 1 1 1 1 1 4 1 4 2 "Male" 43 "High school" 34 21 0 2000 2
2008 3 3 1 2 1 1 1 1 1 1 1 4 1 1 2 "Female" 52 "High school" 51 49 1 4000 3
2008 2 3 3 3 1 1 1 2 1 2 1 4 1 1 3 "Female" 35 "More than high school" 49 46 1 2000 3
2008 3 2 2 1 1 1 8 2 8 2 2 3 1 1 8 "Male" 64 "Less than high school" 30 34 1 2700 7
2008 1 8 1 2 1 8 1 8 1 2 2 4 1 1 3 "Male" 45 "Less than high school" 40 38 1 2800 3
2008 1 3 3 3 1 1 1 2 1 2 2 4 1 1 2 "Male" 35 "Less than high school" 54 46 1 4000 4
2008 3 2 3 2 1 2 1 1 1 2 2 8 1 1 3 "Female" 71 "Less than high school" 51 45 1 2600 2
2008 2 2 1 1 1 1 1 1 1 2 2 4 1 1 4 "Female" 28 "High school" 30 30 1 2500 4
2008 2 3 3 1 1 1 1 2 1 2 2 4 1 1 1 "Female" 48 "Less than high school" 16 21 0 700 2
2008 2 3 1 1 1 8 1 8 1 2 2 1 1 1 2 "Female" 54 "High school" 29 32 0 1410 2
2008 3 4 2 2 1 1 1 1 8 2 1 4 1 1 3 "Male" 60 "Less than high school" 40 40 0 1320 2
2008 1 3 3 3 1 1 1 1 1 2 1 4 1 1 1 "Female" 48 "High school" 53 34 1 2000 4
2008 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "Male" 81 "Less than high school" 40 40 0 1510 1
2008 1 2 2 1 8 8 1 2 2 8 2 4 1 1 3 "Female" 77 "Less than high school" 30 30 0 2000 1
2008 2 3 3 4 1 1 1 2 1 2 2 4 1 1 4 "Female" 58 "More than high school" 51 52 1 2800 3
2008 3 3 2 2 1 1 1 1 1 1 1 4 3 1 2 "Male" 51 "Less than high school" 30 28 1 1600 6
2008 2 3 3 3 1 2 1 2 1 2 2 4 2 1 2 "Male" 59 "High school" 43 47 1 1200 2
2008 3 3 2 2 1 2 1 2 1 2 2 1 1 1 4 "Female" 72 "Less than high school" 23 38 1 890 2
2008 2 2 8 8 1 1 1 1 1 2 2 4 1 1 2 "Male" 64 "Less than high school" 30 28 0 520 1
2008 3 2 2 2 1 2 1 1 1 2 2 4 1 8 4 "Male" 69 "Less than high school" 33 36 0 1100 1
2008 1 3 3 3 1 1 1 1 1 1 2 4 1 1 3 "Female" 33 "More than high school" NA NA 1 2000 3
2008 1 4 2 2 1 1 1 1 1 1 1 4 1 1 2 "Male" 62 "High school" 43 32 1 2200 4
2008 3 3 2 2 8 2 1 2 1 2 2 3 1 1 3 "Male" 62 "High school" 51 52 1 3000 3
2008 2 3 3 3 2 2 2 2 2 2 2 1 1 1 2 "Female" 69 "Less than high school" 23 38 1 1500 2
2008 1 4 4 4 1 1 1 1 1 1 1 4 2 4 2 "Female" 51 "More than high school" 66 57 0 1600 2
2008 2 4 3 4 1 2 1 2 1 2 2 4 1 1 3 "Male" 30 "High school" 34 33 0 2000 1
2008 1 3 3 3 1 2 1 2 1 2 2 3 1 1 2 "Female" 24 "High school" 51 36 0 1700 1
2008 2 3 3 2 1 2 1 2 1 2 2 3 1 1 3 "Male" 40 "More than high school" 66 57 1 3500 6
2008 1 1 4 2 1 2 1 2 2 2 2 4 1 1 2 "Female" 44 "Less than high school" 23 38 1 2300 6
2008 3 3 2 2 1 2 1 2 1 2 2 4 1 4 3 "Female" 19 "Less than high school" NA NA 0 1200 3
2008 2 3 2 2 1 2 1 2 2 2 2 2 2 1 3 "Female" 62 "Less than high school" 23 38 0 580 1
2008 3 1 1 1 1 2 1 1 2 1 2 4 2 2 3 "Male" 65 "Less than high school" 34 33 1 1350 2
2008 2 3 3 3 1 2 1 2 1 2 2 4 1 3 2 "Female" 38 "More than high school" 43 54 1 6000 5
2008 3 3 1 1 2 2 2 2 2 2 2 4 1 1 4 "Female" 84 "Less than high school" 43 32 1 1640 2
2008 3 3 2 1 8 2 1 2 2 2 2 4 1 1 4 "Female" 80 "More than high school" 51 52 0 2700 2
2008 2 2 1 1 1 1 1 1 1 1 2 1 1 1 4 "Male" 23 "High school" 30 32 1 3500 8
2008 4 1 1 1 8 2 1 2 2 8 8 8 1 1 4 "Female" 72 "Less than high school" 16 21 1 1800 2
2008 2 3 1 2 8 2 8 2 8 2 2 2 1 1 2 "Female" 45 "High school" 43 32 1 700 5
2008 1 1 1 1 1 2 1 1 1 1 2 1 1 1 3 "Male" 69 "Less than high school" 29 36 1 1100 2
2008 8 1 1 1 8 2 1 2 8 2 2 2 1 1 8 "Male" 48 "Less than high school" 23 40 0 700 2
2008 3 3 2 2 1 1 1 1 1 1 1 2 1 1 2 "Female" 38 "Less than high school" 33 26 1 2400 6
2008 2 3 3 2 1 1 1 1 1 1 1 4 1 1 4 "Female" 40 "High school" 33 26 0 1440 3
2008 3 3 8 1 1 1 1 1 1 8 8 8 8 8 2 "Male" 45 "Less than high school" 30 34 0 NA 3
2008 2 8 1 1 1 2 1 2 1 2 2 4 3 2 8 "Male" 48 "Less than high school" 41 43 1 3500 4
2008 2 3 2 2 1 2 1 2 1 2 2 4 4 1 1 "Male" 21 "Less than high school" NA NA 0 2000 5
2008 3 2 2 1 1 2 1 2 8 8 8 8 8 1 3 "Male" 77 "Less than high school" 31 33 1 1100 2
2008 4 2 2 1 1 2 8 2 1 2 2 1 1 1 3 "Female" 81 "Less than high school" 49 46 0 2200 2
2008 2 3 3 3 1 8 1 8 1 8 8 4 1 1 3 "Male" 48 "High school" 30 31 1 2500 5
2008 3 8 2 2 1 8 1 8 1 2 2 4 2 1 3 "Male" 26 "Less than high school" 23 38 0 NA 5
2008 2 3 3 3 1 8 1 1 1 2 2 4 8 8 4 "Female" 25 "Less than high school" 43 32 1 1600 3
2008 3 8 2 1 8 2 1 8 1 2 2 2 1 1 8 "Female" 72 "Less than high school" 23 38 0 520 4
2008 3 2 2 2 2 2 2 2 2 2 2 1 1 1 3 "Female" 78 "High school" 51 49 0 1050 2
2008 3 2 2 2 1 1 1 1 1 1 1 4 3 1 3 "Female" 59 "Less than high school" 30 28 0 600 1
2008 2 3 3 2 1 1 1 1 1 1 1 4 3 2 3 "Male" 24 "High school" 28 33 0 2300 4
2008 2 3 2 3 1 1 1 1 1 1 1 4 2 4 3 "Female" 31 "More than high school" 69 72 1 4000 2
2008 2 2 2 2 1 1 1 1 1 1 1 4 2 1 4 "Female" 57 "Less than high school" 43 32 0 1200 1
2008 2 3 3 2 1 1 1 1 1 1 1 4 2 1 3 "Female" 46 "Less than high school" 49 46 1 NA 3
2008 3 4 2 2 1 2 1 1 1 2 2 4 3 1 2 "Male" 34 "Less than high school" 34 33 1 1600 4
2008 2 3 3 3 1 1 1 1 1 2 2 4 2 2 3 "Female" 48 "Less than high school" 43 32 1 3000 5
2008 3 2 2 2 1 1 1 1 1 2 2 4 4 1 3 "Female" 49 "Less than high school" NA NA 1 500 3
2008 3 3 2 2 1 1 1 1 1 1 1 4 2 8 4 "Male" 24 "More than high school" 71 51 0 5000 3
2008 1 3 3 3 1 1 1 1 1 1 1 4 4 8 3 "Female" 38 "More than high school" 66 62 1 7500 3
2008 2 2 2 2 8 1 1 1 1 8 8 8 8 8 8 "Male" 80 "Less than high school" 59 60 1 2000 2
2008 2 3 3 8 1 1 1 1 1 1 1 8 1 8 3 "Female" 50 "High school" 51 36 1 2400 3
2008 2 3 2 2 2 2 2 2 2 2 2 4 1 4 3 "Female" 44 "Less than high school" 51 36 0 2700 4
2008 3 2 2 2 8 2 8 2 2 2 2 1 1 1 4 "Female" 29 "More than high school" 51 44 1 NA 3
2008 2 3 3 3 1 1 1 1 1 1 1 3 1 1 2 "Male" 27 "Less than high school" 24 22 1 2000 8
2008 2 1 2 1 1 1 1 1 1 8 2 4 2 1 2 "Male" 24 "More than high school" 40 40 0 1700 3
2008 2 3 3 8 1 1 1 1 1 1 2 4 3 1 3 "Female" 54 "High school" 52 38 0 1500 3
2008 3 3 2 2 1 1 1 1 1 1 1 4 1 1 8 "Female" 45 "High school" 34 48 1 1000 4
2008 8 3 3 2 1 1 1 1 1 1 2 4 2 2 3 "Female" 73 "High school" 51 52 1 3650 2
2008 1 3 3 3 1 8 1 1 1 8 2 8 1 1 4 "Female" 68 "More than high school" 51 52 1 5500 2
2008 2 2 3 2 1 2 1 2 1 2 2 4 3 8 3 "Female" 51 "Less than high school" NA NA 1 150 2
2008 3 3 1 8 1 8 1 1 1 2 8 4 1 1 3 "Female" 52 "Less than high school" 20 18 1 2000 2
2008 1 1 2 1 1 1 1 1 1 2 2 4 1 1 4 "Female" 49 "Less than high school" 49 46 1 2000 6
2008 1 8 3 1 1 8 1 1 1 2 2 4 1 1 3 "Male" 59 "Less than high school" 34 33 1 730 2
2008 3 2 1 1 1 2 1 2 8 2 2 4 1 1 3 "Male" 53 "Less than high school" 29 31 1 4000 6
2008 1 3 2 1 1 1 1 1 1 1 1 4 1 3 4 "Male" 30 "Less than high school" 33 34 0 2300 4
2008 2 3 2 2 1 1 1 1 1 1 1 3 4 1 3 "Female" 48 "More than high school" 69 60 1 5000 3
2008 3 2 1 1 1 1 1 1 1 1 1 1 3 3 1 "Female" 43 "High school" 23 40 1 6000 4
2008 4 2 1 1 1 1 1 1 1 1 2 3 1 1 2 "Male" 47 "Less than high school" 23 38 1 1600 3
2008 4 2 2 1 1 1 1 1 1 1 1 3 1 2 3 "Female" 49 "Less than high school" 23 38 1 6000 6
2008 3 2 2 2 1 1 1 1 1 2 2 4 1 2 3 "Male" 31 "High school" 33 40 1 2000 3
2008 3 2 2 1 1 1 1 1 1 2 2 4 2 2 2 "Female" 42 "Less than high school" 23 38 1 1000 11
2008 4 1 1 1 1 1 1 1 1 2 2 3 2 2 2 "Female" 36 "Less than high school" NA NA 1 740 9
2008 2 2 2 1 2 2 2 2 2 2 2 2 1 1 1 "Male" 30 "Less than high school" 30 24 1 2500 4
2008 3 2 1 1 1 1 1 1 1 2 2 4 1 1 1 "Male" 51 "Less than high school" 23 40 1 1000 3
2008 4 2 2 1 1 1 1 1 1 2 2 3 2 2 2 "Female" 20 "Less than high school" NA NA 0 NA 6
2008 1 3 2 2 1 1 1 1 1 2 2 4 3 3 3 "Male" 45 "More than high school" 51 52 0 2000 1
2008 4 2 2 2 1 1 1 1 1 2 2 4 2 2 2 "Male" 66 "Less than high school" 33 40 0 800 3
2008 2 3 2 2 1 1 1 1 1 2 2 4 1 2 4 "Female" 71 "High school" 51 49 1 3000 2
2008 4 1 1 1 1 1 1 1 1 2 2 2 2 1 2 "Male" 65 "Less than high school" 24 22 1 2000 2
2008 2 2 2 2 1 1 1 1 1 2 2 4 2 2 2 "Male" 50 "Less than high school" 29 34 1 4000 4
2008 2 3 2 2 1 1 1 1 1 1 1 4 1 4 1 "Female" 45 "More than high school" 66 57 1 3500 5
2008 2 3 2 3 1 2 1 2 1 2 2 4 1 4 3 "Female" 41 "High school" 27 20 1 2800 5
2008 1 2 2 2 1 1 1 1 1 1 1 4 1 1 1 "Male" 54 "Less than high school" 57 49 1 840 5
2008 8 8 8 8 1 1 1 1 1 1 1 1 1 1 1 "Female" 78 "Less than high school" 23 38 0 850 3
2008 3 1 2 8 1 1 1 1 1 1 1 4 1 8 3 "Female" 56 "More than high school" 69 61 1 4000 3
2008 1 8 3 3 1 8 1 8 1 8 8 4 1 8 1 "Female" 38 "High school" 38 44 1 2000 4
2008 2 3 3 1 1 2 1 2 1 2 2 4 1 8 4 "Male" 51 "More than high school" 45 46 1 4700 4
2008 2 3 3 2 1 2 1 8 1 2 2 4 2 2 2 "Male" 36 "Less than high school" 36 38 1 2300 2
2008 2 3 3 1 1 2 1 1 1 2 2 4 1 8 4 "Male" 66 "High school" 51 52 1 2200 2
2008 1 4 4 4 1 2 1 2 1 2 2 4 1 8 8 "Male" 31 "More than high school" 52 60 1 3500 3
2008 2 3 3 1 1 2 1 1 1 2 2 4 1 8 2 "Male" 70 "High school" 56 52 1 1600 6
2008 8 3 8 2 1 2 1 2 1 2 2 2 1 2 8 "Male" 29 "More than high school" 56 46 1 2000 2
2008 2 2 2 1 2 2 2 2 2 2 2 1 1 1 1 "Female" 64 "More than high school" 66 57 1 2100 3
2008 1 3 8 1 1 1 1 1 1 1 1 4 1 1 8 "Male" 55 "Less than high school" 40 38 1 2000 2
2008 1 8 2 1 1 8 1 8 1 1 8 1 1 1 8 "Female" 72 "High school" 51 36 1 1600 2
2008 3 2 2 1 1 1 1 1 1 1 1 4 1 4 3 "Female" 34 "High school" 38 44 1 4000 4
2008 2 3 3 1 1 1 1 1 1 8 2 4 1 1 2 "Female" 55 "Less than high school" 45 40 1 780 2
2008 2 2 2 2 8 8 1 8 8 2 2 4 1 8 4 "Female" 60 "High school" 56 46 1 1970 2
2008 2 3 3 3 1 1 1 1 1 1 1 8 1 1 3 "Female" 47 "High school" 29 31 1 730 2
2008 2 2 2 2 1 2 1 2 2 2 2 4 1 1 4 "Female" 66 "Less than high school" 16 21 0 900 2
2008 2 3 3 1 1 2 1 2 1 2 2 4 1 1 2 "Female" 38 "High school" 38 44 1 3000 3
2008 2 3 3 3 1 8 1 1 1 2 2 4 2 8 2 "Female" 66 "High school" 51 52 0 900 1
2008 2 3 4 3 1 2 1 2 1 2 2 4 2 4 3 "Female" 30 "Less than high school" 34 21 1 600 4
2008 2 2 2 2 1 8 1 2 2 2 2 4 1 8 2 "Female" 35 "More than high school" 51 53 0 3000 1
2008 8 8 8 8 1 2 1 2 1 2 2 4 8 3 4 "Male" 19 "Less than high school" NA NA 0 2200 5
2008 2 3 2 2 1 2 1 2 8 2 2 4 1 1 3 "Male" 33 "More than high school" 27 20 0 4000 4
2008 2 2 2 2 1 2 8 2 8 8 8 8 1 1 3 "Female" 79 "Less than high school" 51 49 1 2854 2
2008 1 3 8 2 1 2 8 2 1 2 2 4 1 1 3 "Female" 69 "Less than high school" 16 21 0 693 1
2008 2 2 2 2 8 2 8 2 8 2 2 4 1 1 4 "Female" 67 "Less than high school" 23 38 0 525 1
2008 2 3 3 3 1 1 1 1 1 1 1 3 1 1 4 "Male" 27 "Less than high school" 51 52 0 NA 9
2008 3 8 8 2 2 2 2 2 2 2 2 2 1 1 8 "Female" 39 "High school" 23 38 1 NA 4
2008 2 3 8 2 2 2 2 2 2 2 2 1 1 1 3 "Female" 57 "High school" 51 49 1 5200 3
2008 2 3 3 3 2 2 2 2 2 2 2 1 1 1 2 "Female" 79 "Less than high school" NA NA 0 890 1
2008 2 3 3 1 1 1 1 1 1 1 1 4 2 1 2 "Female" 42 "Less than high school" 50 54 1 1500 5
2008 2 2 2 2 1 2 1 2 2 2 2 4 2 1 2 "Male" 69 "Less than high school" 16 23 1 1300 2
2008 2 2 2 2 1 2 1 1 1 2 2 4 2 1 2 "Male" 41 "Less than high school" 29 31 1 2000 5
2008 2 3 2 2 2 2 1 2 1 2 2 4 1 1 2 "Female" 61 "Less than high school" NA NA 1 1800 2
2008 2 2 2 2 1 2 1 2 2 2 2 4 2 1 2 "Male" 43 "High school" 23 38 1 1400 5
2008 2 8 3 8 1 2 1 8 1 2 2 2 1 1 8 "Female" 86 "High school" 51 49 0 1390 1
2008 3 3 2 2 1 2 1 2 1 2 2 4 1 1 2 "Male" 64 "High school" 51 52 1 3400 3
2008 2 3 3 2 1 2 1 2 1 2 2 3 2 4 3 "Female" 20 "More than high school" 50 54 0 3000 4
2008 1 3 3 3 1 2 1 2 2 2 2 4 1 4 2 "Female" 46 "More than high school" 38 50 1 2500 3
2008 2 3 2 3 8 2 8 2 2 2 2 1 1 1 4 "Female" 84 "Less than high school" 23 38 0 1010 1
2008 3 2 1 1 1 2 1 2 1 2 1 4 1 1 1 "Male" 34 "Less than high school" 51 52 1 4500 4
2008 1 4 4 1 1 2 1 2 1 2 2 4 1 1 4 "Male" 49 "Less than high school" 23 13 0 900 1
2008 2 2 2 2 1 8 1 2 8 8 8 8 8 1 4 "Male" 63 "High school" 30 20 1 1300 2
2008 4 8 1 1 1 1 1 1 1 1 1 4 8 1 1 "Male" 35 "High school" 49 46 1 NA 4
2008 2 3 2 2 1 2 1 2 2 2 2 3 1 2 3 "Female" 26 "High school" 23 40 0 700 1
2008 2 3 2 2 1 2 1 2 1 2 2 1 1 1 2 "Female" 28 "High school" 23 38 1 4000 6
2008 2 3 3 3 1 1 1 1 1 8 8 4 1 1 3 "Male" 21 "Less than high school" 40 40 0 NA 4
2008 1 2 3 3 2 2 8 2 2 2 2 4 1 3 4 "Male" 60 "Less than high school" 23 13 1 1822 2
2008 2 3 3 3 1 2 1 2 1 2 2 4 1 4 4 "Male" 32 "More than high school" 77 78 1 2500 3
2008 3 3 2 3 1 2 1 2 1 2 2 3 1 3 2 "Male" 27 "More than high school" 69 57 0 2800 2
2008 1 4 3 3 1 1 1 8 2 2 2 3 3 8 2 "Female" 75 "High school" 51 36 0 1100 1
2008 1 3 4 4 1 1 1 1 1 8 2 4 2 4 3 "Male" 67 "More than high school" 69 60 1 NA 2
2008 1 3 2 2 1 1 1 1 1 1 1 4 1 2 1 "Male" 39 "Less than high school" 40 30 0 2700 2
2008 1 3 3 3 1 2 1 1 1 2 2 4 3 4 3 "Female" 28 "More than high school" 43 32 1 2800 3
2008 8 8 2 2 8 2 8 2 8 8 8 2 2 1 2 "Female" 80 "Less than high school" 16 21 1 2532 3
2008 3 3 3 2 1 2 1 1 1 2 2 4 1 4 2 "Female" 40 "Less than high school" 23 40 1 3000 4
2008 2 3 4 3 1 1 1 1 1 1 1 4 1 4 3 "Male" 34 "More than high school" 34 33 1 3000 4
2008 2 3 3 3 1 1 1 1 1 1 8 4 1 4 2 "Female" 53 "More than high school" 56 52 1 NA 4
2008 2 2 3 2 2 2 1 2 2 2 2 4 1 1 2 "Male" 24 "High school" 30 24 0 4700 6
2008 2 2 2 1 1 1 1 1 1 1 1 4 2 1 2 "Male" 71 "Less than high school" 30 39 1 2000 2
2008 2 2 2 2 2 2 1 2 2 2 2 1 1 1 2 "Male" 46 "Less than high school" 30 28 1 2500 5
2008 2 3 3 2 1 2 8 2 1 2 2 1 1 1 3 "Male" 82 "Less than high school" 22 24 1 3500 6
2008 2 3 3 3 1 2 1 2 1 2 2 3 1 1 3 "Female" 18 "Less than high school" NA NA 0 1500 5
2008 3 3 1 2 1 2 1 2 1 2 2 8 1 1 3 "Male" 25 "Less than high school" 30 30 1 2300 2
2008 1 4 4 4 1 2 1 8 8 2 2 4 1 2 2 "Female" 52 "Less than high school" 23 40 0 1800 3
2008 3 3 2 1 1 2 1 1 1 8 2 4 1 2 2 "Male" 44 "High school" 30 44 1 2800 4
2008 2 2 2 2 1 2 1 2 1 2 2 4 1 4 3 "Female" 53 "Less than high school" 43 32 0 1500 2
2008 2 3 8 3 1 2 1 2 2 2 2 4 2 1 4 "Male" 26 "Less than high school" 30 30 0 2500 5
2008 2 3 3 8 1 8 1 8 1 8 8 4 1 8 3 "Male" 47 "Less than high school" 21 15 1 2200 4
2008 2 3 3 8 1 1 1 1 1 2 8 4 1 1 1 "Male" 43 "Less than high school" 33 34 1 3200 10
2008 1 2 3 3 1 2 1 2 1 2 2 4 1 1 3 "Female" 22 "High school" 43 32 0 1700 3
2008 3 3 1 1 2 2 1 2 2 2 2 4 1 1 1 "Male" 25 "High school" 30 36 0 4000 4
2008 3 2 1 1 1 2 1 2 1 2 2 4 3 1 3 "Female" 58 "Less than high school" 33 26 1 1900 3
2008 2 8 3 2 1 2 1 1 1 1 8 4 1 4 4 "Male" 52 "Less than high school" 32 30 0 450 1
2008 3 1 2 3 1 2 1 1 1 2 2 4 2 1 3 "Male" 27 "More than high school" 33 42 1 6000 4
2008 2 3 8 2 1 2 1 2 1 2 2 4 2 4 3 "Female" 22 "More than high school" NA NA 0 NA 3
2008 3 2 2 2 1 2 1 2 1 2 2 4 1 2 4 "Female" 22 "High school" 34 21 0 1700 5
2008 1 3 4 4 1 2 1 2 1 2 2 8 1 1 4 "Female" 24 "More than high school" NA NA 1 5000 4
2008 2 4 2 2 2 2 2 2 2 2 2 1 1 1 1 "Female" 63 "Less than high school" 16 21 0 1000 1
2008 2 2 2 1 1 1 1 1 1 1 1 4 2 1 2 "Male" 60 "High school" 50 54 1 3200 3
2008 2 2 3 2 1 2 1 2 1 2 2 2 1 1 3 "Male" 55 "Less than high school" 34 33 1 1700 3
2008 2 8 3 2 1 1 1 1 1 2 2 4 1 3 3 "Female" 57 "High school" 45 39 0 1000 1
2008 3 2 2 2 1 2 1 2 8 8 2 1 1 8 3 "Female" 70 "Less than high school" 49 46 0 1600 1
2008 1 4 4 4 1 1 1 1 1 1 1 4 1 1 1 "Female" 51 "More than high school" 69 60 1 5000 3
2008 2 3 4 3 8 2 8 8 8 2 8 4 2 4 2 "Female" 32 "More than high school" 39 37 1 3500 4
2008 1 3 3 3 2 2 1 8 1 2 2 4 2 3 1 "Male" 43 "More than high school" 71 51 1 1300 2
2008 3 3 2 2 1 2 1 1 1 2 2 3 1 4 3 "Female" 27 "High school" 30 31 1 NA 3
2008 3 3 3 2 2 2 2 2 2 2 2 1 1 1 8 "Female" 85 "Less than high school" 24 22 0 903 1
2008 2 3 2 2 1 1 1 1 1 1 1 4 2 2 2 "Female" 30 "More than high school" 50 49 1 7000 4
2008 1 1 3 3 1 1 1 1 1 1 1 4 1 1 2 "Female" 47 "More than high school" 38 44 1 5500 3
2008 3 3 1 1 1 2 1 2 1 2 2 4 4 4 4 "Male" 42 "Less than high school" 40 40 1 1850 4
2008 3 4 3 3 1 2 1 2 1 2 2 4 1 2 1 "Female" 64 "High school" 53 34 1 3000 2
2008 1 3 2 2 1 2 1 1 1 2 2 4 3 2 1 "Female" 19 "Less than high school" NA NA 0 2000 5
2008 4 3 1 2 1 2 2 2 2 2 2 3 1 1 1 "Female" 64 "Less than high school" 23 38 0 2200 3
2008 2 2 2 1 2 2 2 2 2 2 2 2 1 1 2 "Female" 79 "Less than high school" 23 38 0 710 1
2008 2 3 3 1 2 2 2 2 2 2 2 2 2 1 2 "Female" 59 "Less than high school" 16 23 1 2000 4
2008 1 2 2 2 1 1 1 1 1 1 1 4 1 1 3 "Male" 32 "Less than high school" 49 46 1 1500 2
2008 2 2 3 2 1 1 1 1 1 1 2 4 1 1 3 "Male" 52 "Less than high school" 33 36 0 160 5
2008 3 2 1 1 1 2 1 2 1 2 1 1 1 1 2 "Male" 71 "Less than high school" 59 60 0 900 1
2008 3 8 2 1 1 2 1 2 1 2 2 4 1 1 3 "Male" 59 "Less than high school" 34 33 1 688 2
2008 4 8 2 1 1 2 1 1 1 2 2 4 1 1 2 "Female" 53 "High school" 49 46 1 2000 3
2008 3 3 3 2 1 1 1 8 1 1 8 4 3 4 4 "Female" 47 "More than high school" 43 32 1 NA 3
2008 2 3 3 3 1 2 1 1 1 2 2 4 3 4 4 "Female" 41 "High school" 51 49 1 2500 4
2008 3 2 2 2 2 2 2 2 2 2 2 3 1 1 3 "Female" 55 "Less than high school" NA NA 0 520 2
2008 3 2 1 1 2 2 2 2 2 2 2 4 1 1 8 "Female" 72 "Less than high school" 30 31 1 1600 2
2008 1 1 8 8 1 2 1 2 2 2 2 4 1 1 2 "Male" 59 "Less than high school" 29 36 1 1500 2
2008 2 4 3 2 8 2 8 2 8 8 8 2 1 8 2 "Female" 67 "High school" 39 37 0 826 1
2008 2 4 2 4 1 8 1 1 1 8 8 3 2 4 2 "Female" 23 "More than high school" NA NA 0 569 2
2008 1 3 3 3 1 2 1 1 1 2 2 4 1 4 2 "Female" 53 "More than high school" 38 44 1 4500 3
2008 4 8 1 1 1 1 1 1 1 8 8 1 1 1 1 "Male" 67 "High school" 28 31 1 2100 2
2008 2 3 3 2 1 1 1 1 1 1 1 4 1 8 1 "Male" 37 "More than high school" 69 60 0 NA 1
2008 2 3 8 8 1 8 1 1 1 1 8 4 1 1 8 "Female" 63 "More than high school" 69 61 1 NA 2
2008 4 3 8 8 1 1 1 1 1 1 1 4 1 1 8 "Female" 38 "More than high school" 51 42 1 NA 5
2008 1 3 2 1 1 1 1 2 1 2 2 4 1 4 2 "Female" 39 "Less than high school" 24 22 1 1000 3
2008 1 4 2 3 2 2 2 2 8 2 2 4 1 4 3 "Female" 62 "More than high school" 66 57 1 3000 2
2008 2 3 1 2 2 2 8 2 8 2 2 4 1 1 3 "Female" 32 "Less than high school" NA NA 1 1000 5
2008 3 4 1 1 8 8 8 8 8 8 8 4 8 1 1 "Male" 60 "Less than high school" 23 38 0 NA 1
